Orthogroup	lk	ln	lp	ls
OG0008467	TRINITY_GG_28202_c0_g1_i5.p1	TRINITY_GG_16818_c0_g1_i10.p1	TRINITY_GG_26916_c0_g1_i3.p1	TRINITY_GG_8180_c0_g1_i2.p1
OG0008468	TRINITY_GG_28205_c0_g1_i3.p1	TRINITY_GG_16817_c1_g1_i1.p1	TRINITY_GG_26920_c0_g1_i3.p1	TRINITY_GG_8181_c1_g1_i3.p1
OG0008469	TRINITY_GG_28206_c0_g1_i2.p1	TRINITY_GG_16817_c0_g1_i2.p1	TRINITY_GG_26917_c0_g1_i15.p1	TRINITY_GG_8181_c0_g1_i4.p1
OG0008470	TRINITY_GG_28209_c0_g1_i71.p1	TRINITY_GG_4789_c0_g1_i3.p1	TRINITY_GG_31970_c0_g1_i10.p1	TRINITY_GG_16798_c0_g1_i1.p2
OG0008471	TRINITY_GG_28209_c0_g1_i71.p3	TRINITY_GG_4789_c0_g1_i3.p4	TRINITY_GG_31970_c0_g1_i10.p3	TRINITY_GG_16798_c0_g1_i1.p5
OG0008472	TRINITY_GG_28213_c0_g1_i3.p1	TRINITY_GG_4790_c0_g1_i4.p1	TRINITY_GG_5938_c1_g1_i1.p1	TRINITY_GG_16797_c0_g1_i5.p1
OG0008473	TRINITY_GG_28216_c0_g1_i1.p1	TRINITY_GG_31390_c0_g1_i1.p1	TRINITY_GG_24885_c2_g1_i1.p1	TRINITY_GG_15029_c0_g1_i1.p1
OG0008474	TRINITY_GG_28219_c0_g1_i1.p1	TRINITY_GG_31387_c0_g1_i1.p1	TRINITY_GG_24879_c0_g1_i1.p1	TRINITY_GG_15032_c0_g1_i1.p1
OG0008475	TRINITY_GG_28221_c0_g1_i23.p2	TRINITY_GG_31386_c0_g1_i11.p2	TRINITY_GG_24884_c0_g1_i8.p2	TRINITY_GG_15031_c0_g1_i1.p2
OG0008476	TRINITY_GG_28221_c1_g1_i4.p1	TRINITY_GG_31388_c0_g1_i4.p1	TRINITY_GG_24881_c2_g1_i4.p1	TRINITY_GG_15028_c1_g1_i3.p1
OG0008477	TRINITY_GG_28223_c0_g1_i20.p2	TRINITY_GG_31389_c0_g1_i17.p2	TRINITY_GG_24881_c0_g1_i9.p2	TRINITY_GG_15033_c0_g1_i13.p2
OG0008478	TRINITY_GG_28223_c0_g1_i20.p1	TRINITY_GG_31389_c0_g1_i17.p1	TRINITY_GG_24881_c0_g1_i9.p1	TRINITY_GG_15033_c0_g1_i13.p1
OG0008479	TRINITY_GG_28223_c1_g1_i5.p1	TRINITY_GG_31389_c1_g1_i4.p1	TRINITY_GG_24882_c0_g1_i4.p1	TRINITY_GG_15034_c0_g1_i10.p1
OG0008480	TRINITY_GG_28223_c2_g1_i4.p1	TRINITY_GG_31389_c5_g1_i2.p1	TRINITY_GG_24882_c1_g1_i1.p1	TRINITY_GG_15034_c1_g1_i6.p1
OG0008481	TRINITY_GG_28223_c6_g1_i3.p1	TRINITY_GG_31389_c2_g1_i1.p1	TRINITY_GG_24878_c0_g4_i1.p1	TRINITY_GG_15033_c2_g1_i3.p1
OG0008482	TRINITY_GG_28224_c0_g1_i2.p1	TRINITY_GG_31393_c0_g1_i6.p1	TRINITY_GG_24881_c1_g1_i14.p1	TRINITY_GG_15028_c0_g1_i1.p1
OG0008483	TRINITY_GG_28228_c0_g1_i7.p1	TRINITY_GG_25861_c2_g1_i3.p2	TRINITY_GG_8202_c5_g1_i52.p3	TRINITY_GG_27462_c1_g4_i3.p2
OG0008484	TRINITY_GG_28231_c0_g1_i14.p2	TRINITY_GG_25861_c3_g1_i10.p1	TRINITY_GG_8202_c0_g1_i51.p2	TRINITY_GG_27465_c0_g1_i39.p1
OG0008485	TRINITY_GG_28239_c0_g1_i21.p1	TRINITY_GG_3462_c0_g1_i10.p1	TRINITY_GG_16810_c0_g1_i43.p1	TRINITY_GG_16288_c0_g1_i35.p1
OG0008486	TRINITY_GG_28239_c1_g1_i4.p1	TRINITY_GG_3450_c0_g3_i2.p1	TRINITY_GG_16810_c1_g2_i1.p1	TRINITY_GG_16288_c3_g1_i5.p1
OG0008487	TRINITY_GG_28239_c2_g1_i9.p1	TRINITY_GG_3462_c2_g1_i3.p1	TRINITY_GG_16810_c0_g1_i43.p2	TRINITY_GG_16288_c8_g1_i1.p1
OG0008488	TRINITY_GG_28239_c4_g1_i1.p1	TRINITY_GG_3454_c0_g1_i2.p1	TRINITY_GG_16810_c4_g1_i3.p1	TRINITY_GG_16288_c2_g1_i2.p1
OG0008489	TRINITY_GG_28240_c0_g1_i1.p1	TRINITY_GG_3452_c0_g1_i7.p1	TRINITY_GG_16815_c0_g1_i3.p1	TRINITY_GG_16289_c1_g1_i7.p1
OG0008490	TRINITY_GG_28240_c1_g1_i1.p1	TRINITY_GG_3456_c0_g1_i1.p1	TRINITY_GG_16811_c0_g1_i2.p1	TRINITY_GG_16289_c2_g1_i1.p1
OG0008491	TRINITY_GG_28248_c0_g1_i3.p1	TRINITY_GG_26062_c0_g1_i1.p1	TRINITY_GG_2602_c0_g1_i3.p1	TRINITY_GG_23958_c0_g1_i3.p1
OG0008492	TRINITY_GG_28250_c0_g1_i5.p1	TRINITY_GG_1481_c0_g1_i6.p1	TRINITY_GG_11828_c0_g1_i8.p1	TRINITY_GG_1980_c0_g1_i6.p1
OG0008493	TRINITY_GG_28250_c2_g1_i3.p2	TRINITY_GG_1481_c1_g1_i10.p3	TRINITY_GG_11828_c1_g2_i4.p1	TRINITY_GG_1984_c0_g1_i1.p2
OG0008494	TRINITY_GG_28252_c0_g1_i55.p3	TRINITY_GG_20398_c0_g1_i46.p3	TRINITY_GG_21952_c0_g2_i27.p2	TRINITY_GG_23493_c0_g1_i3.p3
OG0008495	TRINITY_GG_28252_c0_g1_i55.p1	TRINITY_GG_20398_c0_g1_i46.p1	TRINITY_GG_21952_c0_g1_i2.p1	TRINITY_GG_23493_c0_g1_i3.p1
OG0008496	TRINITY_GG_28252_c2_g1_i1.p1	TRINITY_GG_20398_c1_g1_i1.p1	TRINITY_GG_21952_c1_g1_i1.p1	TRINITY_GG_23493_c1_g1_i1.p1
OG0008497	TRINITY_GG_28263_c0_g1_i2.p1	TRINITY_GG_13940_c0_g1_i3.p1	TRINITY_GG_23280_c0_g1_i2.p1	TRINITY_GG_21779_c0_g1_i6.p1
OG0008498	TRINITY_GG_28263_c1_g1_i22.p2	TRINITY_GG_13947_c1_g1_i5.p1	TRINITY_GG_23301_c1_g1_i1.p1	TRINITY_GG_21779_c2_g1_i13.p1
OG0008499	TRINITY_GG_28263_c2_g1_i7.p1	TRINITY_GG_13947_c0_g2_i26.p1	TRINITY_GG_23301_c0_g1_i1.p1	TRINITY_GG_21779_c1_g1_i13.p1
OG0008500	TRINITY_GG_28275_c5_g1_i1.p1	TRINITY_GG_13161_c0_g1_i1.p1	TRINITY_GG_16275_c0_g1_i1.p1	TRINITY_GG_2007_c0_g1_i2.p1
OG0008501	TRINITY_GG_28276_c0_g1_i7.p1	TRINITY_GG_13155_c0_g1_i1.p1	TRINITY_GG_16273_c1_g1_i12.p1	TRINITY_GG_2006_c0_g1_i1.p1
OG0008502	TRINITY_GG_28280_c0_g1_i1.p1	TRINITY_GG_20242_c2_g1_i1.p1	TRINITY_GG_17570_c0_g1_i1.p1	TRINITY_GG_29884_c0_g2_i1.p1
OG0008503	TRINITY_GG_28280_c3_g1_i1.p1	TRINITY_GG_20233_c0_g1_i1.p1	TRINITY_GG_17561_c0_g1_i1.p1	TRINITY_GG_29884_c0_g1_i1.p1
OG0008504	TRINITY_GG_28291_c0_g1_i3.p1	TRINITY_GG_20238_c5_g1_i2.p1	TRINITY_GG_17571_c0_g2_i3.p1	TRINITY_GG_29882_c5_g1_i1.p1
OG0008505	TRINITY_GG_28291_c0_g1_i3.p2	TRINITY_GG_20238_c0_g1_i2.p1	TRINITY_GG_17571_c0_g2_i3.p2	TRINITY_GG_29882_c1_g2_i4.p1
OG0008506	TRINITY_GG_28291_c0_g1_i3.p4	TRINITY_GG_20238_c0_g1_i2.p3	TRINITY_GG_17571_c0_g2_i3.p4	TRINITY_GG_29882_c1_g2_i4.p3
OG0008507	TRINITY_GG_28291_c1_g1_i2.p1	TRINITY_GG_20238_c4_g1_i1.p1	TRINITY_GG_17571_c7_g1_i1.p1	TRINITY_GG_29882_c3_g2_i1.p1
OG0008508	TRINITY_GG_28291_c2_g1_i11.p1	TRINITY_GG_20238_c3_g1_i7.p1	TRINITY_GG_17571_c1_g1_i3.p1	TRINITY_GG_29882_c2_g1_i10.p1
OG0008509	TRINITY_GG_28291_c2_g1_i11.p7	TRINITY_GG_20238_c3_g1_i7.p4	TRINITY_GG_17571_c1_g1_i3.p4	TRINITY_GG_29882_c2_g1_i10.p6
OG0008510	TRINITY_GG_28291_c4_g1_i3.p1	TRINITY_GG_20238_c1_g1_i5.p1	TRINITY_GG_17571_c3_g1_i8.p1	TRINITY_GG_29882_c0_g1_i24.p1
OG0008511	TRINITY_GG_28291_c8_g1_i2.p1	TRINITY_GG_20245_c1_g1_i5.p1	TRINITY_GG_17571_c6_g1_i9.p1	TRINITY_GG_29880_c1_g1_i2.p1
OG0008512	TRINITY_GG_28295_c0_g1_i3.p1	TRINITY_GG_20239_c0_g1_i1.p1	TRINITY_GG_17567_c0_g1_i2.p1	TRINITY_GG_29878_c0_g1_i4.p1
OG0008513	TRINITY_GG_28310_c0_g1_i23.p1	TRINITY_GG_25665_c0_g1_i3.p2	TRINITY_GG_32045_c0_g1_i30.p2	TRINITY_GG_14295_c0_g1_i15.p1
OG0008514	TRINITY_GG_28313_c1_g1_i2.p1	TRINITY_GG_25664_c0_g1_i3.p1	TRINITY_GG_32045_c1_g1_i7.p1	TRINITY_GG_14295_c2_g1_i4.p1
OG0008515	TRINITY_GG_2831_c0_g1_i28.p2	TRINITY_GG_11664_c0_g1_i12.p5	TRINITY_GG_27349_c0_g1_i10.p2	TRINITY_GG_15767_c0_g1_i48.p2
OG0008516	TRINITY_GG_2831_c0_g1_i28.p1	TRINITY_GG_11664_c0_g1_i12.p1	TRINITY_GG_27349_c0_g1_i10.p1	TRINITY_GG_15767_c0_g1_i48.p1
OG0008517	TRINITY_GG_28327_c0_g2_i35.p2	TRINITY_GG_828_c0_g1_i31.p2	TRINITY_GG_5670_c0_g1_i3.p1	TRINITY_GG_1579_c0_g1_i9.p2
OG0008518	TRINITY_GG_28329_c0_g2_i1.p1	TRINITY_GG_3264_c1_g1_i9.p1	TRINITY_GG_7721_c31_g1_i2.p1	TRINITY_GG_7532_c6_g1_i2.p1
OG0008519	TRINITY_GG_28329_c1_g1_i14.p1	TRINITY_GG_3265_c3_g1_i8.p1	TRINITY_GG_7721_c9_g1_i27.p1	TRINITY_GG_7532_c4_g1_i5.p1
OG0008520	TRINITY_GG_28329_c1_g1_i14.p3	TRINITY_GG_3265_c1_g1_i2.p1	TRINITY_GG_7721_c9_g1_i27.p3	TRINITY_GG_7532_c4_g1_i5.p3
OG0008521	TRINITY_GG_28329_c2_g1_i15.p1	TRINITY_GG_3265_c0_g1_i10.p1	TRINITY_GG_7721_c0_g2_i19.p1	TRINITY_GG_7532_c0_g1_i4.p1
OG0008522	TRINITY_GG_28329_c3_g1_i1.p1	TRINITY_GG_3265_c6_g1_i5.p1	TRINITY_GG_7721_c1_g1_i8.p1	TRINITY_GG_7532_c2_g1_i2.p1
OG0008523	TRINITY_GG_28329_c4_g1_i1.p1	TRINITY_GG_3264_c0_g1_i4.p1	TRINITY_GG_7721_c11_g1_i8.p1	TRINITY_GG_7532_c5_g1_i2.p1
OG0008525	TRINITY_GG_28333_c1_g1_i2.p1	TRINITY_GG_3267_c0_g1_i3.p1	TRINITY_GG_7721_c12_g1_i1.p1	TRINITY_GG_7532_c58_g1_i1.p1
OG0008526	TRINITY_GG_28333_c2_g1_i2.p1	TRINITY_GG_3265_c2_g1_i10.p1	TRINITY_GG_7721_c4_g1_i3.p1	TRINITY_GG_7532_c3_g1_i2.p1
OG0008528	TRINITY_GG_28334_c0_g1_i1.p1	TRINITY_GG_28323_c0_g1_i1.p1	TRINITY_GG_15740_c0_g1_i2.p1	TRINITY_GG_30345_c0_g1_i3.p1
OG0008529	TRINITY_GG_28357_c0_g1_i4.p1	TRINITY_GG_16840_c0_g1_i14.p1	TRINITY_GG_23002_c0_g1_i4.p1	TRINITY_GG_8282_c0_g1_i24.p1
OG0008530	TRINITY_GG_28362_c0_g1_i12.p1	TRINITY_GG_1581_c0_g1_i21.p1	TRINITY_GG_1535_c0_g1_i16.p1	TRINITY_GG_2607_c0_g1_i28.p1
OG0008531	TRINITY_GG_28385_c0_g1_i1.p2	TRINITY_GG_8205_c0_g1_i2.p1	TRINITY_GG_23101_c0_g1_i2.p2	TRINITY_GG_1132_c0_g1_i1.p1
OG0008532	TRINITY_GG_28387_c0_g1_i2.p1	TRINITY_GG_632_c0_g1_i1.p1	TRINITY_GG_18371_c0_g1_i6.p1	TRINITY_GG_32231_c1_g1_i1.p1
OG0008533	TRINITY_GG_28390_c1_g1_i5.p1	TRINITY_GG_116_c0_g1_i15.p1	TRINITY_GG_11211_c0_g1_i44.p3	TRINITY_GG_12192_c0_g1_i2.p1
OG0008534	TRINITY_GG_28393_c0_g1_i1.p1	TRINITY_GG_31951_c1_g1_i2.p1	TRINITY_GG_27305_c0_g2_i1.p1	TRINITY_GG_10421_c0_g2_i1.p1
OG0008535	TRINITY_GG_28409_c0_g1_i1.p1	TRINITY_GG_11615_c0_g1_i1.p1	TRINITY_GG_27777_c0_g1_i1.p1	TRINITY_GG_20848_c0_g1_i1.p1
OG0008536	TRINITY_GG_28473_c0_g1_i2.p1	TRINITY_GG_11451_c2_g1_i6.p2	TRINITY_GG_4949_c3_g1_i4.p2	TRINITY_GG_10065_c2_g1_i1.p2
OG0008537	TRINITY_GG_28474_c0_g1_i41.p2	TRINITY_GG_11451_c0_g1_i16.p2	TRINITY_GG_4949_c0_g1_i15.p2	TRINITY_GG_10067_c0_g1_i2.p2
OG0008538	TRINITY_GG_28474_c10_g1_i2.p1	TRINITY_GG_11451_c12_g2_i5.p1	TRINITY_GG_4949_c2_g1_i3.p1	TRINITY_GG_10067_c2_g1_i1.p1
OG0008539	TRINITY_GG_28474_c18_g1_i27.p1	TRINITY_GG_11451_c6_g1_i14.p1	TRINITY_GG_4949_c8_g1_i12.p1	TRINITY_GG_10067_c1_g1_i4.p1
OG0008540	TRINITY_GG_28474_c1_g1_i1.p1	TRINITY_GG_11451_c3_g1_i4.p1	TRINITY_GG_4949_c5_g1_i6.p1	TRINITY_GG_10067_c3_g1_i1.p1
OG0008541	TRINITY_GG_28474_c2_g1_i1.p1	TRINITY_GG_11451_c1_g1_i8.p1	TRINITY_GG_4949_c1_g1_i1.p1	TRINITY_GG_10065_c0_g1_i1.p1
OG0008542	TRINITY_GG_28474_c5_g1_i3.p1	TRINITY_GG_11451_c4_g1_i3.p1	TRINITY_GG_4949_c7_g1_i1.p2	TRINITY_GG_10067_c4_g1_i2.p1
OG0008543	TRINITY_GG_28484_c0_g1_i1.p1	TRINITY_GG_11449_c0_g1_i1.p1	TRINITY_GG_4949_c6_g1_i11.p1	TRINITY_GG_10073_c0_g1_i1.p1
OG0008544	TRINITY_GG_28489_c10_g1_i9.p1	TRINITY_GG_11446_c2_g2_i3.p1	TRINITY_GG_4951_c2_g1_i1.p1	TRINITY_GG_10072_c1_g1_i2.p1
OG0008545	TRINITY_GG_28489_c1_g1_i16.p1	TRINITY_GG_11446_c1_g1_i1.p1	TRINITY_GG_4951_c0_g2_i2.p1	TRINITY_GG_10064_c0_g1_i7.p1
OG0008547	TRINITY_GG_28502_c1_g2_i5.p1	TRINITY_GG_27413_c4_g1_i3.p1	TRINITY_GG_28038_c4_g1_i13.p1	TRINITY_GG_1332_c2_g1_i1.p1
OG0008548	TRINITY_GG_28502_c2_g3_i1.p2	TRINITY_GG_27413_c3_g1_i6.p2	TRINITY_GG_28038_c2_g1_i4.p2	TRINITY_GG_1332_c5_g1_i14.p1
OG0008549	TRINITY_GG_28502_c4_g1_i3.p2	TRINITY_GG_27413_c7_g1_i3.p2	TRINITY_GG_28038_c3_g1_i1.p2	TRINITY_GG_1332_c6_g1_i1.p2
OG0008550	TRINITY_GG_28519_c0_g1_i9.p1	TRINITY_GG_9167_c0_g1_i27.p1	TRINITY_GG_15267_c0_g1_i2.p1	TRINITY_GG_22771_c0_g1_i22.p1
OG0008551	TRINITY_GG_28536_c0_g1_i3.p1	TRINITY_GG_3232_c0_g1_i1.p1	TRINITY_GG_6207_c0_g2_i2.p1	TRINITY_GG_17732_c0_g1_i3.p1
OG0008552	TRINITY_GG_28543_c0_g4_i3.p1	TRINITY_GG_3227_c0_g3_i3.p1	TRINITY_GG_6201_c0_g3_i2.p1	TRINITY_GG_17717_c0_g2_i5.p1
OG0008553	TRINITY_GG_28547_c0_g1_i2.p1	TRINITY_GG_24510_c0_g1_i3.p1	TRINITY_GG_11416_c0_g1_i2.p1	TRINITY_GG_27518_c1_g1_i1.p1
OG0008554	TRINITY_GG_28551_c1_g1_i17.p1	TRINITY_GG_4562_c2_g1_i18.p1	TRINITY_GG_20460_c3_g1_i1.p1	TRINITY_GG_17588_c0_g1_i11.p1
OG0008555	TRINITY_GG_28551_c9_g1_i3.p1	TRINITY_GG_4562_c1_g1_i9.p1	TRINITY_GG_20460_c2_g1_i1.p1	TRINITY_GG_17588_c2_g1_i15.p1
OG0008556	TRINITY_GG_28554_c0_g1_i2.p1	TRINITY_GG_5595_c0_g1_i12.p1	TRINITY_GG_22981_c0_g1_i6.p1	TRINITY_GG_469_c0_g1_i2.p1
OG0008557	TRINITY_GG_28567_c3_g1_i1.p1	TRINITY_GG_13260_c2_g1_i1.p1	TRINITY_GG_9601_c5_g1_i1.p1	TRINITY_GG_20091_c5_g2_i1.p2
OG0008558	TRINITY_GG_28569_c2_g1_i1.p1	TRINITY_GG_32849_c1_g1_i6.p1	TRINITY_GG_18555_c1_g1_i3.p1	TRINITY_GG_24631_c1_g1_i1.p1
OG0008559	TRINITY_GG_28573_c0_g1_i12.p1	TRINITY_GG_10783_c0_g1_i10.p1	TRINITY_GG_7238_c0_g2_i3.p1	TRINITY_GG_10705_c1_g1_i5.p1
OG0008560	TRINITY_GG_28573_c1_g1_i1.p1	TRINITY_GG_10783_c1_g1_i2.p1	TRINITY_GG_7238_c2_g1_i10.p1	TRINITY_GG_10705_c0_g1_i11.p1
OG0008561	TRINITY_GG_28580_c0_g1_i49.p1	TRINITY_GG_8076_c0_g1_i6.p1	TRINITY_GG_14715_c0_g1_i10.p1	TRINITY_GG_2627_c0_g1_i51.p1
OG0008562	TRINITY_GG_28580_c1_g1_i1.p1	TRINITY_GG_8077_c0_g1_i1.p1	TRINITY_GG_14714_c0_g1_i1.p1	TRINITY_GG_2627_c1_g1_i1.p1
OG0008563	TRINITY_GG_28585_c0_g1_i49.p1	TRINITY_GG_12081_c0_g1_i11.p1	TRINITY_GG_15734_c0_g1_i26.p1	TRINITY_GG_10629_c1_g1_i31.p1
OG0008564	TRINITY_GG_28593_c0_g3_i1.p1	TRINITY_GG_13226_c0_g1_i1.p1	TRINITY_GG_24925_c0_g2_i1.p1	TRINITY_GG_9294_c0_g2_i1.p1
OG0008565	TRINITY_GG_28595_c0_g1_i5.p1	TRINITY_GG_407_c0_g1_i6.p2	TRINITY_GG_16517_c0_g1_i9.p2	TRINITY_GG_16644_c0_g1_i2.p2
OG0008566	TRINITY_GG_28595_c1_g1_i2.p1	TRINITY_GG_405_c0_g1_i7.p1	TRINITY_GG_16517_c2_g1_i5.p1	TRINITY_GG_16646_c0_g1_i3.p1
OG0008567	TRINITY_GG_28625_c0_g1_i1.p1	TRINITY_GG_32912_c0_g1_i3.p1	TRINITY_GG_17448_c0_g1_i1.p1	TRINITY_GG_18089_c0_g1_i1.p1
OG0008569	TRINITY_GG_28674_c0_g1_i28.p1	TRINITY_GG_29020_c4_g1_i4.p1	TRINITY_GG_23921_c10_g1_i42.p1	TRINITY_GG_22895_c1_g1_i19.p1
OG0008570	TRINITY_GG_28676_c0_g1_i8.p1	TRINITY_GG_29020_c0_g1_i13.p1	TRINITY_GG_23921_c1_g1_i25.p1	TRINITY_GG_22897_c1_g1_i6.p1
OG0008571	TRINITY_GG_28676_c10_g1_i1.p1	TRINITY_GG_29020_c3_g1_i1.p1	TRINITY_GG_23921_c7_g1_i1.p1	TRINITY_GG_22897_c40_g1_i1.p1
OG0008572	TRINITY_GG_28676_c1_g1_i8.p1	TRINITY_GG_29021_c0_g1_i3.p1	TRINITY_GG_23919_c10_g2_i11.p2	TRINITY_GG_22902_c0_g1_i7.p1
OG0008573	TRINITY_GG_28676_c2_g1_i2.p1	TRINITY_GG_29020_c10_g1_i2.p1	TRINITY_GG_23921_c9_g1_i2.p1	TRINITY_GG_22897_c0_g2_i1.p1
OG0008574	TRINITY_GG_28676_c3_g1_i33.p1	TRINITY_GG_29020_c5_g2_i4.p2	TRINITY_GG_23921_c3_g1_i7.p2	TRINITY_GG_22897_c4_g1_i6.p2
OG0008575	TRINITY_GG_28676_c41_g2_i16.p1	TRINITY_GG_29020_c1_g1_i2.p1	TRINITY_GG_23921_c4_g1_i5.p1	TRINITY_GG_22897_c3_g1_i2.p1
OG0008576	TRINITY_GG_28676_c4_g1_i1.p1	TRINITY_GG_29020_c6_g1_i3.p1	TRINITY_GG_23921_c6_g1_i1.p1	TRINITY_GG_22897_c2_g1_i3.p1
OG0008577	TRINITY_GG_28676_c6_g1_i4.p1	TRINITY_GG_29020_c8_g2_i1.p1	TRINITY_GG_23921_c22_g2_i3.p1	TRINITY_GG_22897_c0_g1_i4.p1
OG0008578	TRINITY_GG_28679_c1_g1_i4.p1	TRINITY_GG_29020_c7_g1_i8.p1	TRINITY_GG_23921_c8_g1_i10.p1	TRINITY_GG_22898_c0_g1_i1.p1
OG0008579	TRINITY_GG_28687_c0_g1_i4.p1	TRINITY_GG_29020_c9_g1_i1.p1	TRINITY_GG_23921_c2_g1_i1.p1	TRINITY_GG_22895_c0_g2_i2.p1
OG0008580	TRINITY_GG_28709_c0_g1_i5.p1	TRINITY_GG_15796_c0_g1_i3.p1	TRINITY_GG_11021_c0_g1_i6.p1	TRINITY_GG_5195_c0_g1_i17.p1
OG0008581	TRINITY_GG_28709_c1_g1_i3.p1	TRINITY_GG_15796_c1_g1_i3.p1	TRINITY_GG_11021_c2_g3_i1.p1	TRINITY_GG_5195_c1_g1_i6.p1
OG0008582	TRINITY_GG_28710_c0_g1_i1.p1	TRINITY_GG_15795_c0_g1_i2.p1	TRINITY_GG_11018_c0_g1_i1.p1	TRINITY_GG_5191_c2_g1_i1.p1
OG0008583	TRINITY_GG_28711_c0_g1_i1.p1	TRINITY_GG_15798_c3_g2_i2.p1	TRINITY_GG_11014_c3_g1_i1.p1	TRINITY_GG_5192_c3_g1_i1.p1
OG0008584	TRINITY_GG_28712_c0_g1_i29.p2	TRINITY_GG_15798_c0_g1_i21.p1	TRINITY_GG_11014_c0_g1_i24.p2	TRINITY_GG_5192_c0_g1_i19.p2
OG0008585	TRINITY_GG_28712_c1_g1_i6.p1	TRINITY_GG_15798_c5_g1_i7.p1	TRINITY_GG_11014_c1_g1_i2.p1	TRINITY_GG_5192_c2_g1_i5.p1
OG0008586	TRINITY_GG_28712_c2_g1_i13.p1	TRINITY_GG_15798_c1_g1_i9.p1	TRINITY_GG_11014_c2_g1_i4.p1	TRINITY_GG_5187_c0_g4_i10.p1
OG0008587	TRINITY_GG_28712_c3_g1_i5.p1	TRINITY_GG_15806_c1_g1_i7.p1	TRINITY_GG_11016_c0_g1_i12.p1	TRINITY_GG_5191_c0_g1_i11.p1
OG0008588	TRINITY_GG_28712_c4_g1_i1.p1	TRINITY_GG_15798_c2_g1_i3.p1	TRINITY_GG_11014_c5_g1_i1.p1	TRINITY_GG_5192_c1_g1_i2.p1
OG0008589	TRINITY_GG_28714_c0_g1_i10.p1	TRINITY_GG_15800_c1_g1_i8.p1	TRINITY_GG_11027_c0_g1_i18.p1	TRINITY_GG_5186_c0_g1_i1.p1
OG0008590	TRINITY_GG_28714_c1_g1_i2.p1	TRINITY_GG_15800_c0_g1_i5.p1	TRINITY_GG_11021_c1_g1_i5.p1	TRINITY_GG_5186_c1_g1_i1.p1
OG0008591	TRINITY_GG_28715_c0_g1_i7.p2	TRINITY_GG_15806_c0_g1_i5.p2	TRINITY_GG_11016_c1_g1_i2.p2	TRINITY_GG_5191_c1_g1_i41.p2
OG0008592	TRINITY_GG_28715_c0_g1_i7.p1	TRINITY_GG_15806_c0_g1_i5.p1	TRINITY_GG_11016_c1_g1_i2.p1	TRINITY_GG_5191_c1_g1_i41.p1
OG0008593	TRINITY_GG_28716_c13_g1_i12.p1	TRINITY_GG_15793_c0_g1_i11.p1	TRINITY_GG_11032_c0_g1_i19.p1	TRINITY_GG_5189_c1_g1_i6.p1
OG0008594	TRINITY_GG_28716_c1_g1_i1.p1	TRINITY_GG_15793_c1_g1_i2.p1	TRINITY_GG_11019_c0_g1_i3.p1	TRINITY_GG_5189_c5_g1_i2.p1
OG0008595	TRINITY_GG_28718_c0_g2_i4.p1	TRINITY_GG_15805_c0_g1_i2.p1	TRINITY_GG_11022_c0_g1_i3.p1	TRINITY_GG_5195_c2_g1_i4.p1
OG0008596	TRINITY_GG_28723_c0_g1_i1.p2	TRINITY_GG_12299_c0_g1_i1.p2	TRINITY_GG_4488_c1_g1_i4.p1	TRINITY_GG_8552_c0_g1_i4.p1
OG0008597	TRINITY_GG_28723_c0_g3_i3.p1	TRINITY_GG_12299_c1_g1_i6.p1	TRINITY_GG_4488_c0_g1_i1.p1	TRINITY_GG_8552_c4_g1_i5.p1
OG0008598	TRINITY_GG_28729_c0_g1_i1.p1	TRINITY_GG_21699_c0_g1_i3.p1	TRINITY_GG_16426_c0_g1_i1.p1	TRINITY_GG_30776_c0_g1_i10.p1
OG0008599	TRINITY_GG_28732_c1_g3_i2.p1	TRINITY_GG_20149_c2_g2_i2.p1	TRINITY_GG_15014_c8_g1_i4.p1	TRINITY_GG_13965_c2_g2_i3.p1
OG0008600	TRINITY_GG_28732_c33_g1_i1.p1	TRINITY_GG_20149_c11_g1_i1.p1	TRINITY_GG_15014_c6_g1_i1.p1	TRINITY_GG_13965_c28_g1_i1.p1
OG0008601	TRINITY_GG_28732_c4_g1_i2.p1	TRINITY_GG_20149_c0_g2_i4.p1	TRINITY_GG_15014_c2_g2_i3.p1	TRINITY_GG_13965_c4_g1_i2.p1
OG0008602	TRINITY_GG_28732_c6_g1_i6.p1	TRINITY_GG_20149_c8_g1_i3.p1	TRINITY_GG_15014_c18_g1_i1.p1	TRINITY_GG_13965_c3_g1_i2.p1
OG0008603	TRINITY_GG_28736_c0_g1_i2.p1	TRINITY_GG_20149_c3_g1_i3.p1	TRINITY_GG_15013_c0_g1_i2.p1	TRINITY_GG_13968_c0_g1_i5.p1
OG0008604	TRINITY_GG_28736_c0_g1_i2.p2	TRINITY_GG_20149_c3_g1_i3.p2	TRINITY_GG_15013_c0_g1_i2.p2	TRINITY_GG_13968_c0_g1_i5.p2
OG0008605	TRINITY_GG_28736_c1_g1_i1.p1	TRINITY_GG_20149_c6_g1_i1.p1	TRINITY_GG_15013_c2_g1_i4.p1	TRINITY_GG_13968_c2_g1_i3.p1
OG0008606	TRINITY_GG_28743_c2_g1_i1.p1	TRINITY_GG_7025_c1_g1_i4.p1	TRINITY_GG_21419_c2_g1_i1.p1	TRINITY_GG_10602_c0_g1_i14.p1
OG0008607	TRINITY_GG_28743_c2_g1_i1.p3	TRINITY_GG_33740_c1_g1_i1.p1	TRINITY_GG_2606_c3_g2_i1.p3	TRINITY_GG_10602_c0_g1_i14.p3
